z,a,t_Gyr,H_norm,Lambda_norm,w,OmL_eff
0.5030,0.665319,8.3700,1.339636,1.110968,-1.000484,0.433849
0.5027,0.665461,8.3722,1.339392,1.110968,-1.000387,0.434007
0.5024,0.665604,8.3744,1.339148,1.110969,-1.000289,0.434166
0.5021,0.665747,8.3767,1.338904,1.110969,-1.000191,0.434324
0.5017,0.665890,8.3789,1.338661,1.110969,-1.000094,0.434482
0.5014,0.666033,8.3811,1.338417,1.110969,-0.999996,0.434640
0.5011,0.666176,8.3834,1.338174,1.110969,-0.999899,0.434798
0.5008,0.666319,8.3856,1.337930,1.110969,-0.999801,0.434956
0.5005,0.666461,8.3878,1.337687,1.110968,-0.999703,0.435114
0.5001,0.666604,8.3901,1.337444,1.110968,-0.999606,0.435273
0.4998,0.666747,8.3923,1.337201,1.110968,-0.999508,0.435430
0.4995,0.666890,8.3946,1.336959,1.110967,-0.999411,0.435588
0.4992,0.667033,8.3968,1.336716,1.110967,-0.999313,0.435746
0.4989,0.667176,8.3990,1.336474,1.110966,-0.999216,0.435904
0.4985,0.667319,8.4013,1.336231,1.110966,-0.999118,0.436062
0.4982,0.667462,8.4035,1.335989,1.110965,-0.999021,0.436220
0.4979,0.667604,8.4057,1.335747,1.110964,-0.998923,0.436378
0.4976,0.667747,8.4080,1.335505,1.110963,-0.998826,0.436536
0.4973,0.667890,8.4102,1.335263,1.110963,-0.998729,0.436693
0.4969,0.668033,8.4124,1.335022,1.110962,-0.998631,0.436851
0.4966,0.668176,8.4147,1.334780,1.110960,-0.998534,0.437009
0.4963,0.668319,8.4169,1.334539,1.110959,-0.998437,0.437166
0.4960,0.668462,8.4191,1.334298,1.110958,-0.998339,0.437324
0.4957,0.668605,8.4214,1.334056,1.110957,-0.998242,0.437482
0.4953,0.668748,8.4236,1.333816,1.110956,-0.998145,0.437639
0.4950,0.668891,8.4258,1.333575,1.110954,-0.998047,0.437797
0.4947,0.669034,8.4281,1.333334,1.110953,-0.997950,0.437954
0.4944,0.669177,8.4303,1.333094,1.110951,-0.997853,0.438112
0.4941,0.669320,8.4325,1.332853,1.110950,-0.997756,0.438269
0.4937,0.669463,8.4348,1.332613,1.110948,-0.997658,0.438426
0.4934,0.669606,8.4370,1.332373,1.110946,-0.997561,0.438584
0.4931,0.669749,8.4393,1.332133,1.110944,-0.997464,0.438741
0.4928,0.669891,8.4415,1.331893,1.110943,-0.997367,0.438898
0.4925,0.670034,8.4437,1.331653,1.110941,-0.997270,0.439056
0.4921,0.670177,8.4460,1.331414,1.110939,-0.997173,0.439213
0.4918,0.670320,8.4482,1.331174,1.110937,-0.997076,0.439370
0.4915,0.670463,8.4504,1.330935,1.110934,-0.996978,0.439527
0.4912,0.670606,8.4527,1.330696,1.110932,-0.996881,0.439684
0.4909,0.670749,8.4549,1.330456,1.110930,-0.996784,0.439842
0.4906,0.670892,8.4571,1.330218,1.110928,-0.996687,0.439999
0.4902,0.671035,8.4594,1.329979,1.110925,-0.996590,0.440156
0.4899,0.671178,8.4616,1.329740,1.110923,-0.996493,0.440313
0.4896,0.671321,8.4638,1.329502,1.110920,-0.996396,0.440470
0.4893,0.671465,8.4661,1.329263,1.110917,-0.996299,0.440627
0.4890,0.671608,8.4683,1.329025,1.110915,-0.996202,0.440784
0.4886,0.671751,8.4705,1.328787,1.110912,-0.996105,0.440940
0.4883,0.671894,8.4728,1.328549,1.110909,-0.996009,0.441097
0.4880,0.672037,8.4750,1.328311,1.110906,-0.995912,0.441254
0.4877,0.672180,8.4772,1.328073,1.110903,-0.995815,0.441411
0.4874,0.672323,8.4795,1.327836,1.110900,-0.995718,0.441568
0.4871,0.672466,8.4817,1.327598,1.110897,-0.995621,0.441724
0.4867,0.672609,8.4840,1.327361,1.110894,-0.995524,0.441881
0.4864,0.672752,8.4862,1.327124,1.110891,-0.995427,0.442038
0.4861,0.672895,8.4884,1.326887,1.110887,-0.995331,0.442194
0.4858,0.673038,8.4907,1.326650,1.110884,-0.995234,0.442351
0.4855,0.673181,8.4929,1.326413,1.110881,-0.995137,0.442508
0.4852,0.673324,8.4951,1.326176,1.110877,-0.995040,0.442664
0.4849,0.673467,8.4974,1.325940,1.110873,-0.994944,0.442821
0.4845,0.673611,8.4996,1.325703,1.110870,-0.994847,0.442977
0.4842,0.673754,8.5018,1.325467,1.110866,-0.994750,0.443134
0.4839,0.673897,8.5041,1.325231,1.110862,-0.994653,0.443290
0.4836,0.674040,8.5063,1.324995,1.110858,-0.994557,0.443446
0.4833,0.674183,8.5085,1.324759,1.110855,-0.994460,0.443603
0.4830,0.674326,8.5108,1.324523,1.110851,-0.994364,0.443759
0.4826,0.674469,8.5130,1.324288,1.110847,-0.994267,0.443915
0.4823,0.674612,8.5152,1.324052,1.110842,-0.994170,0.444072
0.4820,0.674755,8.5175,1.323817,1.110838,-0.994074,0.444228
0.4817,0.674899,8.5197,1.323582,1.110834,-0.993977,0.444384
0.4814,0.675042,8.5219,1.323347,1.110830,-0.993881,0.444540
0.4811,0.675185,8.5242,1.323112,1.110825,-0.993784,0.444696
0.4808,0.675328,8.5264,1.322877,1.110821,-0.993688,0.444852
0.4804,0.675471,8.5287,1.322642,1.110816,-0.993591,0.445009
0.4801,0.675614,8.5309,1.322408,1.110812,-0.993495,0.445165
0.4798,0.675758,8.5331,1.322173,1.110807,-0.993398,0.445321
0.4795,0.675901,8.5354,1.321939,1.110802,-0.993302,0.445477
0.4792,0.676044,8.5376,1.321705,1.110797,-0.993205,0.445633
0.4789,0.676187,8.5398,1.321471,1.110793,-0.993109,0.445788
0.4786,0.676330,8.5421,1.321237,1.110788,-0.993013,0.445944
0.4783,0.676474,8.5443,1.321003,1.110783,-0.992916,0.446100
0.4779,0.676617,8.5465,1.320769,1.110778,-0.992820,0.446256
0.4776,0.676760,8.5488,1.320536,1.110772,-0.992724,0.446412
0.4773,0.676903,8.5510,1.320303,1.110767,-0.992627,0.446567
0.4770,0.677046,8.5532,1.320069,1.110762,-0.992531,0.446723
0.4767,0.677190,8.5555,1.319836,1.110757,-0.992435,0.446879
0.4764,0.677333,8.5577,1.319603,1.110751,-0.992339,0.447035
0.4761,0.677476,8.5599,1.319370,1.110746,-0.992242,0.447190
0.4758,0.677619,8.5622,1.319138,1.110740,-0.992146,0.447346
0.4754,0.677763,8.5644,1.318905,1.110735,-0.992050,0.447501
0.4751,0.677906,8.5666,1.318672,1.110729,-0.991954,0.447657
0.4748,0.678049,8.5689,1.318440,1.110723,-0.991858,0.447812
0.4745,0.678192,8.5711,1.318208,1.110717,-0.991761,0.447968
0.4742,0.678336,8.5734,1.317976,1.110712,-0.991665,0.448123
0.4739,0.678479,8.5756,1.317744,1.110706,-0.991569,0.448279
0.4736,0.678622,8.5778,1.317512,1.110700,-0.991473,0.448434
0.4733,0.678765,8.5801,1.317280,1.110694,-0.991377,0.448589
0.4730,0.678909,8.5823,1.317049,1.110687,-0.991281,0.448745
0.4726,0.679052,8.5845,1.316817,1.110681,-0.991185,0.448900
0.4723,0.679195,8.5868,1.316586,1.110675,-0.991089,0.449055
0.4720,0.679339,8.5890,1.316355,1.110669,-0.990993,0.449210
0.4717,0.679482,8.5912,1.316124,1.110662,-0.990897,0.449365
0.4714,0.679625,8.5935,1.315893,1.110656,-0.990801,0.449521
0.4711,0.679768,8.5957,1.315662,1.110649,-0.990705,0.449676
0.4708,0.679912,8.5979,1.315431,1.110643,-0.990609,0.449831
0.4705,0.680055,8.6002,1.315200,1.110636,-0.990513,0.449986
0.4702,0.680198,8.6024,1.314970,1.110629,-0.990417,0.450141
0.4698,0.680342,8.6046,1.314740,1.110623,-0.990322,0.450296
0.4695,0.680485,8.6069,1.314510,1.110616,-0.990226,0.450451
0.4692,0.680628,8.6091,1.314279,1.110609,-0.990130,0.450606
0.4689,0.680772,8.6113,1.314050,1.110602,-0.990034,0.450760
0.4686,0.680915,8.6136,1.313820,1.110595,-0.989938,0.450915
0.4683,0.681059,8.6158,1.313590,1.110588,-0.989842,0.451070
0.4680,0.681202,8.6180,1.313360,1.110580,-0.989747,0.451225
0.4677,0.681345,8.6203,1.313131,1.110573,-0.989651,0.451380
0.4674,0.681489,8.6225,1.312902,1.110566,-0.989555,0.451534
0.4671,0.681632,8.6248,1.312673,1.110558,-0.989460,0.451689
0.4668,0.681775,8.6270,1.312443,1.110551,-0.989364,0.451844
0.4665,0.681919,8.6292,1.312215,1.110543,-0.989268,0.451998
0.4661,0.682062,8.6315,1.311986,1.110536,-0.989173,0.452153
0.4658,0.682206,8.6337,1.311757,1.110528,-0.989077,0.452307
0.4655,0.682349,8.6359,1.311529,1.110520,-0.988981,0.452462
0.4652,0.682492,8.6382,1.311300,1.110513,-0.988886,0.452616
0.4649,0.682636,8.6404,1.311072,1.110505,-0.988790,0.452771
0.4646,0.682779,8.6426,1.310844,1.110497,-0.988695,0.452925
0.4643,0.682923,8.6449,1.310616,1.110489,-0.988599,0.453080
0.4640,0.683066,8.6471,1.310388,1.110481,-0.988503,0.453234
0.4637,0.683210,8.6493,1.310160,1.110473,-0.988408,0.453388
0.4634,0.683353,8.6516,1.309932,1.110465,-0.988313,0.453543
0.4631,0.683496,8.6538,1.309705,1.110456,-0.988217,0.453697
0.4628,0.683640,8.6560,1.309477,1.110448,-0.988122,0.453851
0.4625,0.683783,8.6583,1.309250,1.110440,-0.988026,0.454005
0.4621,0.683927,8.6605,1.309023,1.110431,-0.987931,0.454159
0.4618,0.684070,8.6627,1.308796,1.110423,-0.987835,0.454314
0.4615,0.684214,8.6650,1.308569,1.110414,-0.987740,0.454468
0.4612,0.684357,8.6672,1.308342,1.110406,-0.987645,0.454622
0.4609,0.684501,8.6695,1.308115,1.110397,-0.987549,0.454776
0.4606,0.684644,8.6717,1.307889,1.110388,-0.987454,0.454930
0.4603,0.684788,8.6739,1.307662,1.110379,-0.987359,0.455084
0.4600,0.684931,8.6762,1.307436,1.110370,-0.987263,0.455238
0.4597,0.685075,8.6784,1.307210,1.110361,-0.987168,0.455391
0.4594,0.685218,8.6806,1.306983,1.110352,-0.987073,0.455545
0.4591,0.685362,8.6829,1.306757,1.110343,-0.986978,0.455699
